,unit_key,อำเภอ,ตำบล,หน่วย,รายการ,คะแนน
375,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_31,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,16,เห็นชอบ,150
376,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_31,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,16,ไม่เห็นชอบ,150
377,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_31,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,16,ไม่แสดงความคิดเห็น,18
378,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_33,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,17,เห็นชอบ,111
379,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_33,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,17,ไม่เห็นชอบ,73
380,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_33,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,17,ไม่แสดงความคิดเห็น,18
381,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_35,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,18,เห็นชอบ,198
382,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_35,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,18,ไม่เห็นชอบ,138
383,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_35,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,18,ไม่แสดงความคิดเห็น,16
384,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_37,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,19,เห็นชอบ,168
385,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_37,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,19,ไม่เห็นชอบ,154
386,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_37,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,19,ไม่แสดงความคิดเห็น,22
387,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_39,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,20,เห็นชอบ,116
388,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_39,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,20,ไม่เห็นชอบ,133
389,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_39,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,20,ไม่แสดงความคิดเห็น,19
390,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_41,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,21,เห็นชอบ,111
391,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_41,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,21,ไม่เห็นชอบ,112
392,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_41,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,21,ไม่แสดงความคิดเห็น,22
393,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_43,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,22,เห็นชอบ,131
394,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_43,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,22,ไม่เห็นชอบ,154
395,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_43,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,22,ไม่แสดงความคิดเห็น,16
396,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_45,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,23,เห็นชอบ,206
397,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_45,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,23,ไม่เห็นชอบ,219
398,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_45,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,23,ไม่แสดงความคิดเห็น,25
399,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_47,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,24,เห็นชอบ,174
400,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_47,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,24,ไม่เห็นชอบ,153
401,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_47,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,24,ไม่แสดงความคิดเห็น,24
402,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_49,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,25,เห็นชอบ,286
403,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_49,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,25,ไม่เห็นชอบ,246
